id,BeatsPerMinute
532617,122.30415
532618,120.674446
532619,122.944275
532620,120.36604
532621,121.67457
532622,121.79378
532623,124.39958
532624,120.79741
532625,120.57253
532626,121.61581
532627,125.85127
532628,126.482704
532629,123.915276
532630,122.33025
532631,122.03822
532632,120.98455
532633,122.97272
532634,122.22843
532635,121.29166
532636,119.393196
532637,123.179146
532638,124.19326
532639,121.39334
532640,122.873764
532641,120.95217
532642,123.802956
532643,117.84781
532644,121.96903
532645,121.71284
532646,121.115814
532647,125.19482
532648,118.730446
532649,121.19418
532650,121.26135
532651,124.34582
532652,122.917915
532653,122.36054
532654,121.76552
532655,121.31386
532656,122.85127
532657,123.105225
532658,118.98351
532659,119.52274
532660,122.01301
532661,121.43596
532662,121.67704
532663,120.32449
532664,121.0368
532665,125.409195
532666,122.18049
532667,121.59937
532668,122.023796
532669,121.13585
532670,121.935356
532671,123.04942
532672,118.4558
532673,120.35337
532674,117.91627
532675,124.038155
532676,121.49171
532677,124.5023
532678,123.46051
532679,123.44744
532680,122.44189
532681,125.089935
532682,121.07884
532683,122.8674
532684,119.09927
532685,124.88854
532686,118.38275
532687,118.58305
532688,124.76963
532689,119.042366
532690,118.0453
532691,122.05869
532692,121.70923
532693,124.21763
532694,121.18921
532695,120.31285
532696,121.36168
532697,123.09663
532698,122.67737
532699,120.177246
532700,122.49256
532701,119.71778
532702,119.19127
532703,121.28362
532704,118.40556
532705,124.59208
532706,123.259224
532707,124.33434
532708,117.48129
532709,120.98927
532710,121.77362
532711,120.634964
532712,119.10161
532713,121.82499
532714,122.781586
532715,120.64552
532716,123.70164
532717,123.467125
532718,117.66283
532719,126.76295
532720,121.735466
532721,124.83531
532722,122.79716
532723,120.89577
532724,123.300766
532725,120.07217
532726,121.78905
532727,122.85455
532728,120.62097
532729,123.71022
532730,125.566536
532731,119.99135
532732,117.25539
532733,119.642044
532734,123.83094
532735,120.28521
532736,120.34223
532737,121.16011
532738,118.72492
532739,122.241646
532740,121.41814
532741,116.5985
532742,122.50002
532743,119.84122
532744,121.314766
532745,121.67905
532746,124.83326
532747,119.15737
532748,123.806435
532749,125.3029
532750,119.197205
532751,121.99523
532752,124.43716
532753,118.53809
532754,121.91093
532755,123.99891
532756,125.37155
532757,124.751595
532758,118.990974
532759,120.698395
532760,125.27147
532761,121.871056
532762,118.94594
532763,122.322365
532764,125.257065
532765,122.730545
532766,121.334465
532767,127.82537
532768,120.60817
532769,121.81031
532770,121.41513
532771,122.930145
532772,124.47865
532773,123.20156
532774,119.45563
532775,120.53763
532776,120.682755
532777,121.53432
532778,116.434685
532779,120.75076
532780,119.68193
532781,122.5733
532782,122.94643
532783,120.25886
532784,123.33272
532785,120.344124
532786,119.72061
532787,121.81234
532788,119.73869
532789,123.25344
532790,120.57515
532791,123.29564
532792,122.03198
532793,121.68925
532794,118.77763
532795,119.78238
532796,118.90985
532797,120.15444
532798,120.274185
532799,121.04754
532800,124.11097
532801,121.47324
532802,118.48526
532803,122.06927
532804,119.98392
532805,124.551956
532806,116.72786
532807,121.903076
532808,123.81666
532809,120.57369
532810,119.91135
532811,122.26896
532812,117.02387
532813,122.611984
532814,121.508766
532815,119.209656
532816,121.74045
532817,121.92341
532818,122.09788
532819,121.02171
532820,123.045494
532821,124.666794
532822,117.313416
532823,122.137245
532824,121.92477
532825,121.22298
532826,122.066666
532827,120.78338
532828,119.931435
532829,124.66894
532830,127.013985
532831,122.424675
532832,120.79527
532833,123.1453
532834,120.77499
532835,121.32966
532836,120.25235
532837,123.43822
532838,120.787895
532839,121.3606
532840,126.628685
532841,124.93293
532842,121.43156
532843,122.131935
532844,124.74855
532845,122.468185
532846,122.9319
532847,120.92386
532848,121.56625
532849,120.59317
532850,121.041306
532851,120.84923
532852,124.468796
532853,124.48852
532854,120.0431
532855,121.01019
532856,125.06311
532857,120.78382
532858,120.06811
532859,119.99353
532860,120.09535
532861,121.46628
532862,121.503365
532863,125.91529
532864,118.10631
532865,122.14367
532866,121.6245
532867,120.3126
532868,118.1687
532869,118.3486
532870,121.71974
532871,123.3262
532872,121.61003
532873,125.903786
532874,120.62337
532875,118.946625
532876,122.07924
532877,123.81454
532878,125.355705
532879,118.84571
532880,120.175964
532881,125.419846
532882,124.93426
532883,119.10708
532884,122.938255
532885,122.04289
532886,118.99035
532887,120.52212
532888,124.31636
532889,120.49054
532890,122.82269
532891,121.46146
532892,120.992775
532893,119.86766
532894,126.1038
532895,118.365425
532896,121.99069
532897,123.016426
532898,122.60936
532899,121.40653
532900,121.71566
532901,124.93944
532902,125.3868
532903,124.29232
532904,125.79884
532905,123.26518
532906,119.19451
532907,122.165054
532908,121.15449
532909,127.50253
532910,125.88006
532911,125.16016
532912,126.45875
532913,125.24295
532914,124.31227
532915,121.41577
532916,119.60239
532917,121.3206
532918,121.19785
532919,121.19661
532920,118.8476
532921,123.888435
532922,122.55704
532923,127.83229
532924,123.99172
532925,123.4682
532926,125.66819
532927,121.6336
532928,123.116135
532929,127.532585
532930,124.61529
532931,120.72802
532932,123.503395
532933,118.36499
532934,123.93334
532935,120.13187
532936,123.912025
532937,125.394196
532938,128.08783
532939,119.006386
532940,119.68788
532941,124.02828
532942,122.70458
532943,123.73345
532944,122.69889
532945,124.83399
532946,122.18342
532947,117.40186
532948,120.15357
532949,122.295235
532950,123.29851
532951,123.43314
532952,122.87058
532953,118.064026
532954,125.21508
532955,118.49824
532956,121.00407
532957,123.61026
532958,121.94157
532959,121.20791
532960,120.99196
532961,119.87794
532962,122.486824
532963,122.2147
532964,119.94067
532965,124.480835
532966,120.05448
532967,126.86857
532968,121.10239
532969,121.301575
532970,123.0287
532971,122.97454
532972,123.30315
532973,123.7047
532974,122.61564
532975,128.07655
532976,120.10448
532977,122.44346
532978,120.3806
532979,120.710175
532980,120.16751
532981,122.541374
532982,120.47551
532983,119.710075
532984,123.47875
532985,118.7153
532986,123.33253
532987,119.51296
532988,125.38244
532989,124.04264
532990,123.08758
532991,123.414406
532992,120.98263
532993,120.75563
532994,120.040764
532995,122.111694
532996,120.29002
532997,126.60041
532998,122.75196
532999,126.0506
533000,122.17633
533001,122.46903
533002,122.933556
533003,120.555176
533004,124.94221
533005,122.298615
533006,120.9036
533007,124.73399
533008,122.32031
533009,120.62961
533010,122.45254
533011,117.6684
533012,120.986145
533013,122.738335
533014,121.31896
533015,120.580986
533016,122.422424
533017,124.32919
533018,120.46914
533019,122.069534
533020,121.2324
533021,121.99287
533022,123.440895
533023,118.822784
533024,121.69942
533025,119.31993
533026,119.38543
533027,122.52714
533028,122.04745
533029,123.03817
533030,128.44095
533031,122.569954
533032,124.64858
533033,123.22639
533034,123.58982
533035,121.88346
533036,121.06844
533037,116.803665
533038,121.41389
533039,119.14901
533040,118.70597
533041,122.684235
533042,122.09056
533043,120.08024
533044,118.35636
533045,121.91179
533046,124.652
533047,122.188545
533048,123.582405
533049,122.39822
533050,123.591995
533051,122.77294
533052,117.080505
533053,125.373924
533054,122.05996
533055,122.807594
533056,122.11172
533057,126.41104
533058,121.62612
533059,125.16248
533060,117.76808
533061,122.56574
533062,118.27324
533063,119.915016
533064,123.71448
533065,122.58933
533066,122.3696
533067,121.428406
533068,120.55703
533069,119.86991
533070,125.307175
533071,117.67869
533072,123.66529
533073,118.75095
533074,121.68841
533075,119.53726
533076,121.96616
533077,118.79807
533078,127.542206
533079,121.610664
533080,120.17549
533081,122.60289
533082,121.76254
533083,119.29546
533084,124.13624
533085,123.4263
533086,120.406425
533087,122.54976
533088,123.49975
533089,119.76068
533090,122.41287
533091,119.53814
533092,121.01271
533093,122.78307
533094,120.173
533095,121.50487
533096,120.98484
533097,120.55909
533098,124.35237
533099,121.336945
533100,121.58497
533101,123.03331
533102,125.328735
533103,121.47246
533104,125.031044
533105,122.95459
533106,123.07785
533107,118.732666
533108,123.639435
533109,123.22695
533110,119.40254
533111,120.786934
533112,121.09174
533113,120.700676
533114,123.31111
533115,123.54857
533116,125.288124
533117,117.469505
533118,118.81984
533119,124.277756
533120,122.84726
533121,120.39998
533122,127.08405
533123,123.53139
533124,121.51004
533125,121.21227
533126,120.35789
533127,121.84891
533128,120.97613
533129,121.519165
533130,121.89267
533131,122.41062
533132,124.19353
533133,124.397514
533134,122.19281
533135,119.86094
533136,121.05975
533137,124.726685
533138,123.15767
533139,124.69693
533140,119.84008
533141,122.966415
533142,124.69029
533143,125.75194
533144,121.034195
533145,121.57727
533146,121.07143
533147,118.51134
533148,121.70964
533149,122.25411
533150,121.37971
533151,120.77523
533152,123.735275
533153,122.73333
533154,124.39199
533155,121.56993
533156,121.53765
533157,124.546104
533158,121.21887
533159,123.49785
533160,121.39906
533161,120.44535
533162,123.31458
533163,122.458786
533164,126.91112
533165,121.029854
533166,124.89722
533167,121.61702
533168,122.11245
533169,120.45201
533170,120.718346
533171,123.486626
533172,127.181564
533173,123.41733
533174,119.09259
533175,122.6286
533176,122.1573
533177,124.797554
533178,120.41442
533179,121.176895
533180,122.49697
533181,124.062546
533182,124.97422
533183,123.99891
533184,119.70343
533185,117.08716
533186,118.89229
533187,122.567604
533188,120.26513
533189,121.27254
533190,124.980965
533191,119.60527
533192,121.97666
533193,121.350494
533194,121.35879
533195,122.54661
533196,123.90933
533197,120.55857
533198,125.170135
533199,124.41285
533200,122.23121
533201,121.07481
533202,118.23266
533203,120.80958
533204,122.83985
533205,122.70379
533206,117.54909
533207,119.24632
533208,119.18497
533209,122.48147
533210,121.88882
533211,116.63321
533212,121.38935
533213,122.565605
533214,122.80353
533215,126.086395
533216,115.88877
533217,127.07114
533218,118.84218
533219,122.19903
533220,123.69585
533221,122.88303
533222,119.63779
533223,121.86556
533224,116.780205
533225,122.580574
533226,122.21114
533227,123.015
533228,118.704124
533229,122.25725
533230,122.04051
533231,116.85532
533232,123.66133
533233,121.39413
533234,123.63087
533235,122.93651
533236,122.40849
533237,121.8979
533238,121.83187
533239,126.72458
533240,120.603714
533241,121.546684
533242,119.53217
533243,119.614784
533244,122.249084
533245,117.87763
533246,125.884865
533247,120.368614
533248,124.11286
533249,128.54117
533250,122.562744
533251,123.19772
533252,119.96039
533253,123.30409
533254,122.51183
533255,122.049255
533256,121.521164
533257,118.685234
533258,121.733986
533259,120.52246
533260,120.05198
533261,124.41796
533262,120.64942
533263,122.3753
533264,123.49479
533265,122.259766
533266,122.302284
533267,121.49062
533268,121.318344
533269,122.828674
533270,125.646484
533271,118.77207
533272,125.321815
533273,122.17786
533274,125.1093
533275,119.33432
533276,120.40701
533277,125.60079
533278,122.41885
533279,124.87417
533280,122.09588
533281,122.23239
533282,123.49475
533283,120.782845
533284,124.19101
533285,118.787895
533286,121.601295
533287,120.88723
533288,120.791916
533289,124.00704
533290,120.610466
533291,122.94571
533292,120.37674
533293,123.90485
533294,121.35576
533295,119.90969
533296,127.78214
533297,122.3443
533298,123.84344
533299,120.77575
533300,122.97021
533301,121.983696
533302,125.97481
533303,121.193596
533304,121.619705
533305,126.238335
533306,123.872185
533307,120.923836
533308,124.43245
533309,126.23654
533310,123.01354
533311,122.99051
533312,126.00731
533313,119.53083
533314,119.9132
533315,122.25402
533316,125.95463
533317,120.40227
533318,119.71466
533319,126.92473
533320,120.208466
533321,125.13128
533322,121.75189
533323,125.66007
533324,120.12615
533325,122.956604
533326,121.07942
533327,121.742935
533328,124.10347
533329,120.19543
533330,119.45066
533331,121.537224
533332,125.43492
533333,122.67386
533334,123.20692
533335,119.485985
533336,120.21578
533337,119.27685
533338,121.48646
533339,119.46079
533340,123.94312
533341,123.66986
533342,122.51833
533343,119.59595
533344,126.25566
533345,117.62534
533346,119.38409
533347,121.728836
533348,123.47011
533349,121.62863
533350,121.291435
533351,117.91154
533352,121.621925
533353,121.52211
533354,125.21557
533355,123.15578
533356,123.04609
533357,123.50728
533358,122.79603
533359,119.60774
533360,126.48448
533361,120.63736
533362,119.98225
533363,119.49919
533364,119.71427
533365,122.33252
533366,121.539505
533367,122.9152
533368,124.23237
533369,120.81538
533370,119.48594
533371,128.05327
533372,123.6937
533373,125.95233
533374,120.355896
533375,118.95938
533376,122.36414
533377,122.03972
533378,121.367546
533379,125.307785
533380,117.21111
533381,120.32171
533382,126.32908
533383,123.043236
533384,123.02658
533385,119.984695
533386,121.63492
533387,122.33781
533388,121.69899
533389,123.916016
533390,125.878815
533391,125.05675
533392,122.835396
533393,121.47332
533394,119.38419
533395,126.480194
533396,124.76839
533397,120.70163
533398,119.94688
533399,127.411064
533400,125.28142
533401,120.55665
533402,126.84731
533403,121.18392
533404,122.53141
533405,122.13851
533406,122.6221
533407,120.42007
533408,117.88986
533409,123.807915
533410,121.40547
533411,120.10743
533412,121.72487
533413,123.84835
533414,119.50732
533415,121.293625
533416,122.04754
533417,124.375
533418,115.58766
533419,122.01034
533420,121.872116
533421,124.2405
533422,121.24893
533423,125.6064
533424,123.5751
533425,120.44238
533426,124.674034
533427,123.587654
533428,120.705536
533429,124.73107
533430,117.91761
533431,120.30952
533432,121.793045
533433,123.71184
533434,125.25581
533435,121.58451
533436,120.699425
533437,125.834946
533438,121.45321
533439,120.76762
533440,121.68818
533441,125.36511
533442,124.09364
533443,121.83494
533444,119.7101
533445,123.504875
533446,120.299034
533447,127.33886
533448,123.174324
533449,122.47709
533450,121.036026
533451,127.268326
533452,121.16839
533453,126.475266
533454,122.83813
533455,123.22139
533456,117.28662
533457,122.32681
533458,123.216995
533459,125.07981
533460,117.44703
533461,122.28058
533462,127.61157
533463,121.43462
533464,120.9195
533465,121.0084
533466,124.56896
533467,123.855034
533468,122.88944
533469,120.869576
533470,119.92768
533471,119.83177
533472,118.640816
533473,119.777954
533474,119.4269
533475,118.18163
533476,123.29971
533477,120.00319
533478,123.052895
533479,115.969055
533480,119.344986
533481,121.36847
533482,121.55824
533483,124.99469
533484,123.889755
533485,122.0982
533486,125.191284
533487,123.57472
533488,119.71372
533489,119.78543
533490,124.69496
533491,118.15584
533492,125.162834
533493,123.381195
533494,122.90724
533495,121.579636
533496,119.93844
533497,121.71259
533498,123.259
533499,119.88296
533500,122.66129
533501,120.60756
533502,120.31599
533503,121.907295
533504,122.04032
533505,125.63344
533506,119.938934
533507,122.88937
533508,120.36079
533509,121.41581
533510,119.03277
533511,122.69419
533512,121.993935
533513,117.484924
533514,123.13646
533515,120.67205
533516,122.834305
533517,122.691605
533518,123.87166
533519,123.241905
533520,122.53482
533521,124.31356
533522,122.917465
533523,119.81884
533524,119.859215
533525,120.508
533526,122.074615
533527,121.531235
533528,121.12724
533529,121.02589
533530,122.25005
533531,122.150505
533532,124.7886
533533,125.88664
533534,122.70539
533535,120.701164
533536,124.06047
533537,121.812904
533538,125.53767
533539,123.20273
533540,122.82016
533541,119.15731
533542,125.01322
533543,121.71656
533544,121.34043
533545,125.78386
533546,122.62742
533547,122.38567
533548,124.39435
533549,123.26613
533550,123.074326
533551,121.27197
533552,124.19176
533553,124.44209
533554,125.86549
533555,123.545395
533556,121.30238
533557,125.06416
533558,127.450096
533559,120.88473
533560,122.93696
533561,121.48907
533562,120.20542
533563,121.739
533564,121.75495
533565,122.89364
533566,119.03824
533567,121.90903
533568,121.821884
533569,119.61187
533570,122.524284
533571,120.4476
533572,120.50743
533573,128.45439
533574,123.91185
533575,120.702255
533576,119.635185
533577,123.3225
533578,119.6501
533579,120.0548
533580,122.566086
533581,123.67514
533582,119.368614
533583,123.037224
533584,118.1627
533585,126.5498
533586,122.362366
533587,125.0377
533588,118.620155
533589,125.05713
533590,126.08374
533591,121.9049
533592,118.68609
533593,122.5994
533594,124.42096
533595,123.447876
533596,122.06398
533597,125.297104
533598,125.68957
533599,119.0277
533600,120.138626
533601,119.88022
533602,122.406166
533603,121.33245
533604,123.416466
533605,121.32515
533606,121.70714
533607,123.90522
533608,125.00936
533609,118.370125
533610,122.04401
533611,125.07827
533612,121.456406
533613,118.08171
533614,118.46084
533615,122.80737
533616,121.21121
533617,122.992325
533618,125.19854
533619,120.198296
533620,117.26261
533621,123.752945
533622,121.07657
533623,124.604195
533624,121.33794
533625,123.43045
533626,120.27565
533627,120.30158
533628,128.15715
533629,124.73889
533630,122.26196
533631,126.04385
533632,119.85166
533633,122.24408
533634,123.49381
533635,119.651245
533636,124.314255
533637,125.784676
533638,123.868195
533639,119.63558
533640,121.93299
533641,122.7012
533642,122.516594
533643,118.58066
533644,122.69598
533645,122.49428
533646,120.660095
533647,121.61044
533648,123.27425
533649,125.27924
533650,118.4723
533651,124.0576
533652,119.82987
533653,121.532074
533654,119.467285
533655,122.383965
533656,125.31474
533657,122.38252
533658,119.82634
533659,122.1505
533660,122.6156
533661,122.83602
533662,121.72253
533663,123.544106
533664,124.14484
533665,125.07975
533666,124.681625
533667,120.88593
533668,127.33857
533669,122.340065
533670,123.73094
533671,121.59477
533672,123.535065
533673,121.72237
533674,122.22471
533675,125.506996
533676,124.981766
533677,125.800575
533678,123.31079
533679,123.900925
533680,120.99828
533681,123.23639
533682,119.10183
533683,121.5742
533684,121.04704
533685,124.9326
533686,124.17579
533687,122.38579
533688,117.80035
533689,126.77145
533690,122.99217
533691,117.52327
533692,123.224625
533693,120.010414
533694,122.18129
533695,124.92293
533696,125.8873
533697,122.522316
533698,122.447495
533699,118.73303
533700,122.952866
533701,125.7995
533702,123.09591
533703,116.153915
533704,120.79947
533705,119.60465
533706,123.76494
533707,116.03708
533708,125.56191
533709,122.39774
533710,123.69725
533711,122.670105
533712,122.91099
533713,128.16164
533714,123.064674
533715,121.93554
533716,124.67182
533717,121.42364
533718,119.854324
533719,120.48728
533720,119.69726
533721,122.56114
533722,120.53642
533723,126.22436
533724,117.996864
533725,122.51081
533726,122.17564
533727,122.167725
533728,124.97418
533729,123.04845
533730,120.83665
533731,122.74413
533732,121.89652
533733,120.83439
533734,125.09977
533735,119.50394
533736,124.1402
533737,122.640305
533738,119.78102
533739,123.4961
533740,120.25919
533741,120.653244
533742,127.45852
533743,124.07357
533744,122.979256
533745,122.035446
533746,123.15665
533747,122.87037
533748,120.391266
533749,120.412735
533750,121.25488
533751,126.2195
533752,121.81448
533753,121.533226
533754,120.35333
533755,123.97967
533756,122.17809
533757,119.18394
533758,120.99697
533759,124.7169
533760,124.30762
533761,124.579605
533762,120.145515
533763,125.3137
533764,124.729256
533765,122.42706
533766,122.94941
533767,118.80462
533768,122.9168
533769,118.05823
533770,120.69439
533771,121.33678
533772,121.62898
533773,120.427315
533774,122.590965
533775,120.18146
533776,124.167076
533777,119.82557
533778,121.12524
533779,118.96655
533780,122.61608
533781,124.1418
533782,119.464226
533783,123.26642
533784,123.82725
533785,123.34954
533786,126.48036
533787,119.4815
533788,122.56116
533789,116.24193
533790,123.78161
533791,126.03936
533792,121.24533
533793,123.941185
533794,120.07632
533795,126.45788
533796,121.31958
533797,122.58742
533798,125.27036
533799,121.485954
533800,119.84977
533801,123.63003
533802,122.144226
533803,126.73034
533804,120.714836
533805,119.31148
533806,121.083954
533807,122.684
533808,119.46093
533809,121.32101
533810,115.73246
533811,122.43273
533812,120.367546
533813,122.094
533814,121.81535
533815,119.417564
533816,119.03515
533817,119.739555
533818,123.889244
533819,120.77963
533820,120.718704
533821,123.003914
533822,124.478355
533823,122.89472
533824,122.794785
533825,123.15933
533826,118.46123
533827,118.58509
533828,122.9594
533829,120.95512
533830,123.650406
533831,123.627525
533832,120.403885
533833,121.88339
533834,124.259415
533835,123.54367
533836,123.774155
533837,119.719154
533838,122.707344
533839,123.670525
533840,118.83271
533841,120.651665
533842,120.72851
533843,121.02303
533844,120.409515
533845,120.49949
533846,120.14067
533847,124.79302
533848,121.210915
533849,123.377426
533850,121.85367
533851,121.163635
533852,122.49733
533853,121.29776
533854,124.27081
533855,122.73528
533856,120.19685
533857,119.40409
533858,123.67026
533859,120.55558
533860,122.72516
533861,118.1183
533862,123.656654
533863,120.720146
533864,125.383
533865,119.04121
533866,123.01655
533867,125.34827
533868,126.077614
533869,118.13889
533870,120.00539
533871,126.93182
533872,125.926346
533873,120.36278
533874,122.98809
533875,115.58278
533876,121.22285
533877,123.75663
533878,118.64598
533879,121.109055
533880,118.20604
533881,118.96907
533882,121.94549
533883,121.88957
533884,121.47682
533885,123.05711
533886,121.02836
533887,119.318214
533888,122.911705
533889,125.155594
533890,120.857025
533891,121.99714
533892,119.39549
533893,124.66935
533894,120.17803
533895,123.582344
533896,124.62457
533897,121.13205
533898,121.56431
533899,121.14839
533900,121.998405
533901,118.66428
533902,123.3771
533903,120.1742
533904,119.42521
533905,119.75614
533906,120.83057
533907,120.44842
533908,124.11566
533909,122.220924
533910,123.53941
533911,123.03919
533912,121.72124
533913,123.0054
533914,123.87246
533915,125.894356
533916,121.04001
533917,123.080734
533918,127.28268
533919,122.17566
533920,122.41477
533921,122.75817
533922,117.80668
533923,125.07623
533924,121.31938
533925,117.36625
533926,122.978325
533927,124.27806
533928,117.52336
533929,122.20001
533930,119.47353
533931,119.78702
533932,121.24534
533933,120.470085
533934,119.88256
533935,120.47529
533936,123.16164
533937,121.52677
533938,121.389244
533939,120.59232
533940,120.03591
533941,123.196396
533942,120.96414
533943,120.801346
533944,122.92942
533945,120.78002
533946,117.31632
533947,123.68885
533948,121.419075
533949,118.27463
533950,121.17575
533951,118.93112
533952,121.41728
533953,122.1573
533954,122.39776
533955,122.08782
533956,120.05847
533957,120.34001
533958,125.74814
533959,118.34708
533960,123.34394
533961,121.01249
533962,124.60951
533963,122.32767
533964,122.77477
533965,119.732315
533966,119.10208
533967,117.35578
533968,117.98801
533969,124.17035
533970,116.54029
533971,122.42351
533972,120.94091
533973,120.41619
533974,123.38033
533975,120.94883
533976,121.82667
533977,120.00252
533978,119.506744
533979,122.31614
533980,124.87487
533981,122.00113
533982,126.48173
533983,118.70795
533984,122.96818
533985,118.463295
533986,121.78208
533987,120.67496
533988,125.07431
533989,122.53711
533990,123.55767
533991,119.07014
533992,121.973236
533993,118.45022
533994,119.27933
533995,123.5888
533996,126.65868
533997,124.64537
533998,121.680435
533999,126.330696
534000,118.39125
534001,124.259636
534002,120.55971
534003,123.70201
534004,120.87537
534005,120.04076
534006,119.62526
534007,121.33778
534008,121.53903
534009,121.34185
534010,125.30212
534011,122.605034
534012,121.56239
534013,122.037094
534014,123.60971
534015,120.42283
534016,123.85421
534017,121.44321
534018,125.17309
534019,121.74142
534020,118.56401
534021,122.16191
534022,122.70822
534023,122.726906
534024,123.991104
534025,118.178764
534026,118.72134
534027,123.01479
534028,117.985535
534029,121.68615
534030,120.85821
534031,123.00967
534032,127.11156
534033,124.23502
534034,122.954216
534035,121.14927
534036,119.301704
534037,124.337524
534038,120.80322
534039,121.22295
534040,121.117615
534041,121.048546
534042,120.87392
534043,122.33134
534044,127.63661
534045,118.948235
534046,121.28646
534047,118.76417
534048,122.83597
534049,123.54777
534050,122.38406
534051,124.919266
534052,121.35449
534053,122.29151
534054,121.4376
534055,124.547035
534056,123.91626
534057,120.83145
534058,119.636
534059,125.05463
534060,123.285194
534061,120.06926
534062,121.030495
534063,120.4088
534064,123.0316
534065,118.578224
534066,121.269806
534067,120.00013
534068,121.68922
534069,121.37085
534070,117.532745
534071,122.71359
534072,121.13906
534073,125.9236
534074,120.604645
534075,121.71151
534076,120.79553
534077,121.512535
534078,123.0668
534079,127.75852
534080,121.32678
534081,124.589485
534082,123.13335
534083,121.82938
534084,123.203995
534085,122.578766
534086,119.39361
534087,118.969696
534088,119.996445
534089,119.499115
534090,122.06386
534091,124.5566
534092,122.97638
534093,121.14203
534094,120.146675
534095,120.668106
534096,121.91085
534097,120.97844
534098,121.37875
534099,121.02468
534100,122.85567
534101,125.264435
534102,118.71201
534103,122.74166
534104,125.157585
534105,125.82299
534106,121.2283
534107,120.77004
534108,119.124825
534109,124.36785
534110,125.39087
534111,122.06906
534112,123.89471
534113,124.44033
534114,119.78282
534115,121.73112
534116,125.0238
534117,119.44535
534118,119.35059
534119,119.47856
534120,120.740875
534121,118.99496
534122,122.33666
534123,121.067696
534124,119.82386
534125,125.13501
534126,123.51566
534127,123.662186
534128,124.031624
534129,120.86192
534130,122.21062
534131,122.58915
534132,122.64988
534133,124.15762
534134,122.73338
534135,118.95203
534136,123.52645
534137,123.90535
534138,122.63599
534139,118.43838
534140,119.192215
534141,124.25601
534142,122.88918
534143,122.97642
534144,120.34883
534145,121.23372
534146,120.22805
534147,122.79726
534148,122.29796
534149,120.795334
534150,118.45964
534151,122.42866
534152,123.980934
534153,124.98009
534154,123.849236
534155,122.684204
534156,121.000206
534157,119.08526
534158,118.893654
534159,120.554405
534160,121.70238
534161,122.71279
534162,123.276985
534163,119.44965
534164,120.339584
534165,122.791214
534166,121.25179
534167,123.46655
534168,119.16278
534169,120.06198
534170,125.82271
534171,126.705086
534172,121.009514
534173,123.64631
534174,124.20776
534175,122.64867
534176,125.11512
534177,122.73152
534178,123.97823
534179,119.841385
534180,120.80205
534181,120.91151
534182,119.378136
534183,118.23862
534184,120.90106
534185,120.60432
534186,121.407166
534187,120.84674
534188,122.183044
534189,116.53266
534190,123.25125
534191,123.51804
534192,124.93954
534193,121.26041
534194,123.436424
534195,122.26887
534196,122.13679
534197,119.50481
534198,116.93205
534199,123.56738
534200,121.35415
534201,120.79117
534202,120.14918
534203,126.47547
534204,127.68043
534205,119.718666
534206,121.10694
534207,121.66335
534208,119.43256
534209,122.047424
534210,120.58153
534211,120.69775
534212,124.834526
534213,125.69086
534214,121.51674
534215,120.89713
534216,123.568375
534217,122.34001
534218,124.19119
534219,121.93659
534220,122.78613
534221,120.217
534222,123.964775
534223,119.46661
534224,123.1721
534225,118.032936
534226,120.55334
534227,122.73018
534228,119.53613
534229,122.62791
534230,121.08573
534231,120.174706
534232,118.54497
534233,119.4831
534234,122.2493
534235,119.29572
534236,119.31757
534237,117.48269
534238,120.300896
534239,121.393616
534240,127.99838
534241,122.97947
534242,120.6887
534243,123.05627
534244,120.044754
534245,121.105484
534246,122.99347
534247,117.707436
534248,121.09708
534249,120.36514
534250,122.32481
534251,121.297905
534252,122.79417
534253,122.80504
534254,119.268265
534255,122.65856
534256,121.191895
534257,123.64352
534258,120.61612
534259,121.38438
534260,116.92469
534261,122.00236
534262,122.42857
534263,120.06679
534264,121.03731
534265,121.57752
534266,118.23046
534267,121.61407
534268,120.25959
534269,125.19458
534270,117.63056
534271,122.75677
534272,121.816475
534273,122.6072
534274,116.85832
534275,117.5149
534276,119.61982
534277,125.551025
534278,126.14697
534279,123.83023
534280,123.08604
534281,120.49141
534282,122.13152
534283,119.192955
534284,124.67092
534285,119.0964
534286,124.97576
534287,122.96978
534288,122.06657
534289,120.22603
534290,119.43222
534291,121.10054
534292,127.27654
534293,120.79969
534294,123.146034
534295,121.20157
534296,117.71192
534297,122.248344
534298,121.19729
534299,123.644875
534300,121.81588
534301,121.52425
534302,119.6578
534303,127.96834
534304,124.312584
534305,117.56483
534306,121.95517
534307,121.57893
534308,120.09258
534309,120.98743
534310,121.09401
534311,124.254654
534312,121.812546
534313,124.8239
534314,119.88962
534315,126.43611
534316,125.19028
534317,119.676865
534318,122.59664
534319,120.59643
534320,122.536385
534321,120.57411
534322,121.036415
534323,122.440895
534324,123.82048
534325,118.544945
534326,119.972916
534327,121.30323
534328,120.7135
534329,120.47729
534330,122.28557
534331,121.82976
534332,120.763336
534333,122.51392
534334,126.41852
534335,123.35993
534336,120.48915
534337,125.97015
534338,124.93904
534339,118.15022
534340,121.485
534341,123.928116
534342,119.03249
534343,121.7082
534344,121.73549
534345,125.67012
534346,120.13674
534347,119.476654
534348,119.9414
534349,123.45678
534350,119.13045
534351,124.902565
534352,121.3276
534353,121.67895
534354,119.57623
534355,122.87517
534356,122.81437
534357,121.27337
534358,125.8996
534359,122.47168
534360,124.728966
534361,121.66957
534362,121.348206
534363,120.54959
534364,120.825066
534365,118.075806
534366,121.1513
